date,hour,open,high,low,close,real_volume,tick_volume,spread
2016.06.27,14:00:00,50375,50445,50260,50315,13510,5781,5
2016.06.27,13:45:00,50170,50400,50155,50375,12641,5201,5
2016.06.27,13:30:00,50290,50320,50155,50180,14370,6004,5
2016.06.27,13:15:00,49985,50295,49970,50285,16103,6286,5
2016.06.27,13:00:00,50110,50140,49945,49980,10680,4523,5
2016.06.27,12:45:00,50015,50145,49980,50110,13594,5413,5
2016.06.27,12:30:00,49955,50050,49825,50015,15967,6576,5
2016.06.27,12:15:00,49940,49965,49785,49955,20055,8027,5
2016.06.27,12:00:00,49920,50095,49880,49940,20651,8520,5
2016.06.27,11:45:00,50040,50045,49860,49910,22164,8669,5
2016.06.27,11:30:00,50035,50160,49970,50040,22149,9144,5
2016.06.27,11:15:00,50140,50235,50015,50035,22917,9083,5
2016.06.27,11:00:00,50285,50415,50110,50140,27764,11306,5
2016.06.27,10:45:00,50485,50600,50265,50285,32168,13404,5
2016.06.27,10:30:00,50930,50940,50475,50490,35534,15020,5
2016.06.27,10:15:00,50595,50975,50590,50920,20564,8693,5
2016.06.27,10:00:00,50800,50925,50470,50605,24210,10068,5
2016.06.27,9:45:00,50660,50880,50630,50800,14303,5730,5
2016.06.27,9:30:00,50485,50695,50420,50650,13098,5517,5
2016.06.27,9:15:00,50445,50540,50420,50480,7842,3305,5
2016.06.27,9:00:00,50390,50520,50255,50445,13895,5640,5
2016.06.24,18:00:00,50645,50645,50645,50645,1217,239,5
2016.06.24,17:45:00,50730,50735,50590,50605,4117,1492,5
2016.06.24,17:30:00,50850,50850,50720,50735,5258,1715,5
2016.06.24,17:15:00,50900,50905,50815,50850,5140,1572,5
2016.06.24,17:00:00,50895,51000,50820,50900,15608,5713,5
2016.06.24,16:45:00,50765,50965,50730,50890,18165,6742,5
2016.06.24,16:30:00,50625,50845,50590,50760,20410,7680,5
2016.06.24,16:15:00,50705,50710,50535,50630,16033,6200,5
2016.06.24,16:00:00,50740,50810,50665,50710,9487,3901,5
2016.06.24,15:45:00,50690,50790,50620,50735,12218,5099,5
2016.06.24,15:30:00,50730,50735,50590,50700,13939,5740,5
2016.06.24,15:15:00,50905,50910,50660,50725,17346,7255,5
2016.06.24,15:00:00,50885,50965,50850,50910,11711,4615,5
2016.06.24,14:45:00,51030,51085,50830,50885,14483,6030,5
2016.06.24,14:30:00,50790,51045,50765,51020,22299,8922,5
2016.06.24,14:15:00,50650,50845,50580,50790,17142,6945,5
2016.06.24,14:00:00,50665,50725,50560,50650,11556,4635,5
2016.06.24,13:45:00,50800,50830,50610,50670,15125,6471,5
2016.06.24,13:30:00,50805,50830,50700,50790,8338,3597,5
2016.06.24,13:15:00,50730,50830,50660,50805,9601,3913,5
2016.06.24,13:00:00,50695,50800,50635,50735,11248,4707,5
2016.06.24,12:45:00,50820,50875,50640,50700,14183,6275,5
2016.06.24,12:30:00,50705,50870,50680,50820,14971,5807,5
2016.06.24,12:15:00,50670,50800,50540,50705,22325,8566,5
2016.06.24,12:00:00,50575,50680,50470,50670,24225,9399,5
2016.06.24,11:45:00,50730,50800,50565,50585,18291,7001,5
2016.06.24,11:30:00,50925,50975,50700,50725,21524,8696,5
2016.06.24,11:15:00,51180,51180,50755,50915,34001,13639,5
2016.06.24,11:00:00,51140,51300,51055,51175,28691,11888,5
2016.06.24,10:45:00,51125,51245,51015,51135,26290,11470,5
2016.06.24,10:30:00,50595,51140,50455,51130,44698,18589,5
2016.06.24,10:15:00,50475,50825,50360,50600,33255,13266,5
2016.06.24,10:00:00,50535,50640,50440,50475,20032,8229,5
2016.06.24,9:45:00,50430,50735,50355,50540,25638,10072,5
2016.06.24,9:30:00,50495,50550,50300,50430,20721,8194,5
2016.06.24,9:15:00,50340,50550,50240,50500,20501,7349,5
2016.06.24,9:00:00,50100,50355,49915,50345,22353,7372,5
2016.06.23,18:00:00,53065,53065,53065,53065,3025,348,5
2016.06.23,17:45:00,52760,52890,52700,52890,4046,1606,5
2016.06.23,17:30:00,52665,52780,52650,52755,8160,2828,5
2016.06.23,17:15:00,52640,52690,52610,52670,9546,2780,5
2016.06.23,17:00:00,52530,52645,52515,52635,13434,4306,5
2016.06.23,16:45:00,52415,52660,52410,52525,24933,8864,5
2016.06.23,16:30:00,52215,52470,52210,52415,22856,8738,5
2016.06.23,16:15:00,52230,52295,52145,52215,15198,5834,5
2016.06.23,16:00:00,52320,52320,52205,52230,11863,4343,5
2016.06.23,15:45:00,52255,52405,52250,52310,16806,6649,5
2016.06.23,15:30:00,52295,52325,52160,52260,17108,6665,5
2016.06.23,15:15:00,52365,52420,52260,52295,11862,4663,5
2016.06.23,15:00:00,52345,52425,52245,52365,14405,5589,5
2016.06.23,14:45:00,52380,52380,52205,52345,20745,7938,5
2016.06.23,14:30:00,52440,52495,52370,52380,13764,5167,5
2016.06.23,14:15:00,52335,52485,52280,52440,18439,6509,5
2016.06.23,14:00:00,52265,52395,52260,52335,13253,5253,5
2016.06.23,13:45:00,52225,52290,52140,52270,12123,4694,5
2016.06.23,13:30:00,52250,52315,52180,52230,12575,4578,5
2016.06.23,13:15:00,52285,52335,52245,52250,8578,3403,5
2016.06.23,13:00:00,52375,52400,52275,52285,10754,4275,5
2016.06.23,12:45:00,52225,52400,52215,52370,15935,6212,5
2016.06.23,12:30:00,52180,52275,52155,52225,16342,6073,5
2016.06.23,12:15:00,52050,52185,51955,52185,21073,8044,5
2016.06.23,12:00:00,52050,52130,51980,52055,17707,6793,5
2016.06.23,11:45:00,51980,52095,51940,52040,21375,8301,5
2016.06.23,11:30:00,51910,52000,51860,51975,22173,8834,5
2016.06.23,11:15:00,51570,51945,51570,51905,32453,12443,5
2016.06.23,11:00:00,51475,51625,51415,51570,24059,9757,5
2016.06.23,10:45:00,51515,51565,51330,51475,28084,10978,5
2016.06.23,10:30:00,51680,51725,51405,51510,39369,16400,5
2016.06.23,10:15:00,51515,51750,51515,51685,17113,7169,5
2016.06.23,10:00:00,51625,51690,51460,51515,21130,8391,5
2016.06.23,9:45:00,51615,51650,51555,51625,12273,4824,5
2016.06.23,9:30:00,51680,51720,51605,51615,9306,3504,5
2016.06.23,9:15:00,51675,51730,51630,51680,11944,4199,5
2016.06.23,9:00:00,51750,51830,51660,51665,13524,4240,5
2016.06.22,18:00:00,50925,50925,50925,50925,1297,237,5
2016.06.22,17:45:00,50965,50995,50945,50980,3497,1194,5
2016.06.22,17:30:00,50955,50970,50920,50960,4298,1455,5
2016.06.22,17:15:00,51035,51050,50930,50955,8719,2477,5
2016.06.22,17:00:00,51020,51075,50935,51040,10039,3059,5
2016.06.22,16:45:00,51150,51165,50975,51025,15014,5131,5
2016.06.22,16:30:00,51030,51150,50995,51145,11444,4136,5
2016.06.22,16:15:00,51070,51105,50950,51030,15775,5696,5
2016.06.22,16:00:00,51230,51270,51040,51060,17793,6867,5
2016.06.22,15:45:00,51260,51300,51180,51230,11603,4334,5
2016.06.22,15:30:00,51320,51340,51150,51260,15592,5856,5
2016.06.22,15:15:00,51375,51380,51220,51320,14103,5622,5
2016.06.22,15:00:00,51325,51390,51275,51365,9785,3861,5
2016.06.22,14:45:00,51250,51420,51230,51330,15523,5988,5
2016.06.22,14:30:00,51270,51285,51145,51245,18322,6963,5
2016.06.22,14:15:00,51300,51350,51220,51270,19066,6957,5
2016.06.22,14:00:00,51630,51655,51275,51295,22197,8416,5
2016.06.22,13:45:00,51625,51655,51545,51625,17511,7094,5
2016.06.22,13:30:00,51650,51740,51580,51620,11455,4528,5
2016.06.22,13:15:00,51690,51710,51505,51655,16166,6154,5
2016.06.22,13:00:00,51710,51775,51610,51690,13395,5148,5
2016.06.22,12:45:00,51635,51740,51550,51715,21519,8123,5
2016.06.22,12:30:00,52090,52090,51635,51635,45794,16925,5
2016.06.22,12:15:00,52045,52165,52020,52095,16741,6692,5
2016.06.22,12:00:00,52075,52095,51960,52045,15937,5992,5
2016.06.22,11:45:00,52105,52230,52065,52070,23681,9075,5
2016.06.22,11:30:00,52100,52105,51950,52100,24865,9666,5
2016.06.22,11:15:00,52020,52155,51970,52100,23036,8638,5
2016.06.22,11:00:00,51735,52065,51715,52020,31817,12085,5
2016.06.22,10:45:00,51540,51810,51470,51715,22511,8698,5
2016.06.22,10:30:00,51795,51885,51485,51550,38397,14928,5
2016.06.22,10:15:00,51730,51795,51555,51795,30431,11610,5
2016.06.22,10:00:00,51890,51980,51655,51730,27379,10739,5
2016.06.22,9:45:00,51935,51945,51850,51890,8303,3070,5
2016.06.22,9:30:00,51955,51980,51875,51930,11755,4063,5
2016.06.22,9:15:00,51945,51985,51875,51945,15487,5169,5
2016.06.22,9:00:00,52080,52130,51930,51950,12532,4210,5
2016.06.21,18:00:00,51850,51850,51850,51850,2022,301,5
2016.06.21,17:45:00,51780,51830,51765,51830,2575,1026,5
2016.06.21,17:30:00,51840,51885,51745,51785,6571,2251,5
2016.06.21,17:15:00,51735,51865,51725,51840,7032,2154,5
2016.06.21,17:00:00,51775,51810,51710,51730,6343,2170,5
2016.06.21,16:45:00,51700,51835,51675,51775,14384,5269,5
2016.06.21,16:30:00,51710,51745,51645,51695,10061,3708,5
2016.06.21,16:15:00,51615,51790,51600,51705,16502,6037,5
2016.06.21,16:00:00,51625,51660,51560,51615,13315,4839,5
2016.06.21,15:45:00,51685,51765,51620,51620,15044,5472,5
2016.06.21,15:30:00,51590,51730,51570,51680,19928,7150,5
2016.06.21,15:15:00,51565,51630,51520,51590,16437,6135,5
2016.06.21,15:00:00,51400,51570,51385,51560,20799,7639,5
2016.06.21,14:45:00,51255,51405,51185,51395,18386,7095,5
2016.06.21,14:30:00,51245,51330,51175,51260,14913,5914,5
2016.06.21,14:15:00,51260,51325,51210,51245,9255,3571,5
2016.06.21,14:00:00,51130,51335,51115,51260,14629,5801,5
2016.06.21,13:45:00,51210,51255,51065,51130,13192,4956,5
2016.06.21,13:30:00,51150,51235,51100,51210,10712,3964,5
2016.06.21,13:15:00,50970,51190,50970,51150,14896,5758,5
2016.06.21,13:00:00,50870,51000,50860,50965,9273,3590,5
2016.06.21,12:45:00,50895,50905,50820,50870,9676,3740,5
2016.06.21,12:30:00,50995,51015,50885,50890,12534,5015,5
2016.06.21,12:15:00,50955,51075,50935,51000,17924,7208,5
2016.06.21,12:00:00,50770,50970,50760,50960,18006,7108,5
2016.06.21,11:45:00,50780,50840,50715,50770,14384,5581,5
2016.06.21,11:30:00,50670,50815,50645,50775,17120,6465,5
2016.06.21,11:15:00,50830,50840,50600,50670,20185,7650,5
2016.06.21,11:00:00,50875,50875,50715,50830,21043,8194,5
