date,hour,open,high,low,close,real_volume,tick_volume
2016.12.14,11:00:00,60465,60510,60070,60090,46254,16320
2016.12.14,11:30:00,60090,60135,59830,60120,53363,19443
2016.12.14,12:00:00,60120,60170,59950,60100,30194,11028
2016.12.14,12:30:00,60105,60145,59745,60040,55414,21391
2016.12.14,13:00:00,60040,60385,60000,60310,41067,15573
2016.12.14,13:30:00,60315,60500,60240,60275,43329,16195
2016.12.14,14:00:00,60280,60305,60050,60245,43421,16455
2016.12.14,14:30:00,60245,60490,60135,60280,46373,15956
2016.12.14,15:00:00,60275,60285,60000,60005,51622,17732
2016.12.14,15:30:00,60010,60335,59970,60255,45605,16370
2016.12.14,16:00:00,60250,60450,60210,60380,37350,13255
2016.12.14,16:30:00,60380,60470,60150,60340,35101,11985
2016.12.14,17:00:00,60335,60460,59530,59805,99278,37000
2016.12.14,17:30:00,59805,59915,59240,59300,43631,14838
2016.12.14,18:00:00,59325,59400,59030,59030,9473,1936
2016.12.15,09:00:00,59100,59360,58950,59100,54876,20792
2016.12.15,09:30:00,59100,59265,58865,59165,47458,18864
