date,hour,open,high,low,close,real_volume,tick_volume
2018.11.14,18:00:00,85975,86300,85905,86300,32353,8520
2018.11.16,09:00:00,87000,87095,86675,86805,131360,49522
2018.11.16,09:30:00,86810,87080,86715,86970,118142,44710
2018.11.16,10:00:00,86970,87060,86560,86690,252792,97638
2018.11.16,10:30:00,86690,86835,86465,86715,228320,89490
2018.11.16,11:00:00,86715,86875,86525,86625,190329,74026
2018.11.16,11:30:00,86630,87235,86465,87205,267810,100903
2018.11.16,12:00:00,87205,87210,86825,86895,202442,74792
2018.11.16,12:30:00,86890,87350,86630,87335,316012,114642
2018.11.16,13:00:00,87330,87745,87115,87715,231880,82668
2018.11.16,13:30:00,87715,87990,87620,87630,239497,75907
2018.11.16,14:00:00,87630,87915,87595,87675,191567,59522
2018.11.16,14:30:00,87670,88220,87630,88145,242904,76803
2018.11.16,15:00:00,88145,88340,88025,88190,174491,56586
2018.11.16,15:30:00,88190,88690,88060,88665,291547,94075
2018.11.16,16:00:00,88670,88730,88455,88540,197846,59540
2018.11.16,16:30:00,88535,88665,88305,88435,240397,66765
2018.11.16,17:00:00,88435,88660,88420,88615,130859,35608
2018.11.16,17:30:00,88615,88995,88555,88985,136051,35157
2018.11.16,18:00:00,88985,89010,88775,88840,29750,7109
2018.11.19,09:00:00,88650,88675,88280,88310,136170,50149
2018.11.19,09:30:00,88305,88480,88210,88440,130266,46942
2018.11.19,10:00:00,88440,88465,87840,88010,251176,87779
2018.11.19,10:30:00,88015,88125,87935,88040,173195,57594
2018.11.19,11:00:00,88035,88570,88025,88390,228693,77290
2018.11.19,11:30:00,88390,88395,87765,87945,250463,79744
2018.11.19,12:00:00,87940,88110,87865,88055,160505,53482
2018.11.19,12:30:00,88055,88135,87680,87945,326277,97887
2018.11.19,13:00:00,87955,88070,87705,87875,202996,62235
2018.11.19,13:30:00,87875,88240,87820,88205,185832,55262
2018.11.19,14:00:00,88210,88290,87950,88090,195088,59231
2018.11.19,14:30:00,88085,88180,87860,87885,197650,59302
2018.11.19,15:00:00,87885,87915,87535,87575,220942,69592
2018.11.19,15:30:00,87575,87740,87315,87615,265112,80901
2018.11.19,16:00:00,87620,87745,87490,87690,170312,54203
2018.11.19,16:30:00,87690,87940,87550,87905,208829,61691
2018.11.19,17:00:00,87905,88040,87720,87995,200154,55808
2018.11.19,17:30:00,87995,88185,87805,88165,133812,36776
2018.11.19,18:00:00,88160,88345,88120,88200,28802,9533
2018.11.21,09:00:00,86995,87000,86635,86955,187070,66226
2018.11.21,09:30:00,86960,87020,86755,86875,145095,55766
2018.11.21,10:00:00,86875,86950,86565,86915,252938,95764
2018.11.21,10:30:00,86920,87450,86825,87350,285867,102548
2018.11.21,11:00:00,87350,87385,86775,87090,235277,82720
2018.11.21,11:30:00,87085,87255,86865,87175,212893,78557
2018.11.21,12:00:00,87175,87495,87100,87280,183322,61399
2018.11.21,12:30:00,87275,87400,87010,87250,298759,101002
2018.11.21,13:00:00,87255,87550,87200,87335,239190,77745
2018.11.21,13:30:00,87330,87430,87015,87175,204481,64985
2018.11.21,14:00:00,87170,87330,87055,87250,173069,52962
2018.11.21,14:30:00,87260,87460,87185,87300,181655,54979
2018.11.21,15:00:00,87300,87420,87120,87165,195712,56738
2018.11.21,15:30:00,87160,87225,87030,87145,168137,46967
2018.11.21,16:00:00,87145,87425,87010,87280,229473,68159
2018.11.21,16:30:00,87280,87385,87200,87300,125579,37574
2018.11.21,17:00:00,87295,87300,87120,87190,134948,36641
2018.11.21,17:30:00,87185,87620,87170,87575,149500,37402
2018.11.21,18:00:00,87570,87700,87550,87550,23500,5312
2018.11.22,09:00:00,87490,87545,87240,87275,135105,45349
2018.11.22,09:30:00,87280,87550,87205,87520,139658,44745
2018.11.22,10:00:00,87520,87840,87460,87725,241915,75267
2018.11.22,10:30:00,87725,87875,87615,87765,180912,56987
2018.11.22,11:00:00,87755,87930,87720,87805,172563,55627
2018.11.22,11:30:00,87800,87995,87705,87720,179972,55565
2018.11.22,12:00:00,87720,87875,87575,87715,193167,59652
2018.11.22,12:30:00,87715,87895,87595,87620,125368,37219
2018.11.22,13:00:00,87620,87735,87545,87710,143316,42320
2018.11.22,13:30:00,87715,87820,87630,87780,115987,33506
2018.11.22,14:00:00,87775,87820,87470,87595,170270,51390
2018.11.22,14:30:00,87600,87775,87570,87765,114512,33726
2018.11.22,15:00:00,87765,87780,87550,87605,112591,30710
2018.11.22,15:30:00,87610,87720,87560,87665,85367,22373
2018.11.22,16:00:00,87665,87870,87650,87790,97687,26704
2018.11.22,16:30:00,87790,87890,87720,87735,90204,24560
2018.11.22,17:00:00,87730,87790,87650,87700,68489,16946
2018.11.22,17:30:00,87705,87830,87675,87760,69763,17120
2018.11.22,18:00:00,87765,87800,87700,87700,11692,3252
2018.11.23,09:00:00,87485,87585,87225,87360,146717,50554
2018.11.23,09:30:00,87365,87425,87270,87400,100070,34709
2018.11.23,10:00:00,87400,87520,87170,87430,288418,102205
2018.11.23,10:30:00,87425,87465,87020,87060,267020,89447
2018.11.23,11:00:00,87050,87170,86870,86935,248387,81314
2018.11.23,11:30:00,86935,86950,86560,86680,267056,84015
2018.11.23,12:00:00,86680,86735,86525,86595,159076,47866
2018.11.23,12:30:00,86595,86715,86440,86475,245300,77385
2018.11.23,13:00:00,86475,86675,86335,86345,182502,59461
2018.11.23,13:30:00,86340,86500,86070,86085,231126,68724
2018.11.23,14:00:00,86085,86465,86065,86425,219578,65977
2018.11.23,14:30:00,86430,86560,86375,86450,164105,49250
2018.11.23,15:00:00,86445,86620,86410,86535,159344,45243
2018.11.23,15:30:00,86535,86790,86475,86485,199107,57320
2018.11.23,16:00:00,86490,86650,86370,86470,163367,44626
2018.11.23,16:30:00,86470,86615,86320,86600,138666,36193
2018.11.23,17:00:00,86600,86650,86415,86470,115263,30235
2018.11.23,17:30:00,86465,86570,86250,86440,97711,21945
2018.11.23,18:00:00,86435,86520,86340,86340,23222,4570
2018.11.26,09:00:00,87200,87380,86970,87130,198252,65649
2018.11.26,09:30:00,87130,87150,86935,87035,162278,53590
2018.11.26,10:00:00,87035,87340,87005,87265,200114,68179
2018.11.26,10:30:00,87265,87445,87015,87130,257146,83883
2018.11.26,11:00:00,87130,87270,86960,87060,261417,85101
2018.11.26,11:30:00,87060,87150,86745,86810,252641,80151
2018.11.26,12:00:00,86805,86980,86680,86950,192287,61826
2018.11.26,12:30:00,86955,87260,86815,87195,277888,88391
2018.11.26,13:00:00,87190,87195,86610,86850,282413,85847
2018.11.26,13:30:00,86845,87140,86765,87075,211920,64995
2018.11.26,14:00:00,87070,87240,86795,86815,238731,72658
2018.11.26,14:30:00,86820,86840,86565,86715,191643,58744
2018.11.26,15:00:00,86720,86795,86135,86150,266724,75865
2018.11.26,15:30:00,86150,86150,85140,85405,414211,114968
2018.11.26,16:00:00,85405,85560,85075,85545,274582,77644
2018.11.26,16:30:00,85545,85645,85365,85605,199927,55115
2018.11.26,17:00:00,85610,85875,85560,85605,201093,51095
2018.11.26,17:30:00,85605,85760,85420,85620,140976,35509
2018.11.26,18:00:00,85620,85800,85535,85630,30092,6698
2018.11.27,09:00:00,85955,86050,85740,85895,193323,64680
2018.11.27,09:30:00,85895,86130,85850,86100,140051,46268
2018.11.27,10:00:00,86100,86120,85475,85805,325740,106729
2018.11.27,10:30:00,85805,86395,85790,86330,296615,94886
2018.11.27,11:00:00,86335,86365,86060,86145,205876,67765
2018.11.27,11:30:00,86145,86320,86050,86170,179242,55937
2018.11.27,12:00:00,86170,86240,85680,86105,240646,73129
2018.11.27,12:30:00,86110,86490,85985,86410,289949,89298
2018.11.27,13:00:00,86410,86730,86270,86575,246329,76229
2018.11.27,13:30:00,86585,86980,86545,86925,206937,63182
2018.11.27,14:00:00,86925,87550,86885,87530,281671,86271
2018.11.27,14:30:00,87530,87800,87435,87635,255946,73708
2018.11.27,15:00:00,87625,87730,87305,87345,230833,65148
2018.11.27,15:30:00,87345,87695,87320,87545,245459,70560
2018.11.27,16:00:00,87540,87850,87495,87675,227704,67354
2018.11.27,16:30:00,87670,88215,87575,88060,285080,80171
2018.11.27,17:00:00,88050,88170,87960,88110,147737,39962
2018.11.27,17:30:00,88110,88295,88070,88235,121064,30816
2018.11.27,18:00:00,88230,88255,87970,87970,29737,6893
2018.11.28,09:00:00,88000,88280,87910,88075,156688,51343
2018.11.28,09:30:00,88075,88180,87880,88050,165191,54020
2018.11.28,10:00:00,88050,88360,87835,88200,312189,101659
2018.11.28,10:30:00,88195,88565,88190,88510,248638,78156
2018.11.28,11:00:00,88510,88820,88470,88600,221116,72861
2018.11.28,11:30:00,88595,88740,88465,88525,207776,62410
2018.11.28,12:00:00,88530,88770,88480,88745,151433,44792
2018.11.28,12:30:00,88750,88850,87770,87920,402040,123761
2018.11.28,13:00:00,87920,87960,87420,87435,261305,79221
2018.11.28,13:30:00,87435,87865,87355,87825,236418,72116
2018.11.28,14:00:00,87825,88000,87675,87985,166666,50640
2018.11.28,14:30:00,87985,88170,87780,88110,200849,60730
2018.11.28,15:00:00,88105,89475,88105,89315,459063,135414
2018.11.28,15:30:00,89315,89570,89140,89215,268759,80997
2018.11.28,16:00:00,89215,89440,88995,89230,224863,70245
2018.11.28,16:30:00,89230,89660,89115,89635,194780,55715
2018.11.28,17:00:00,89640,89725,89295,89315,177938,49389
2018.11.28,17:30:00,89315,89400,88970,89385,149006,40170
2018.11.28,18:00:00,89385,89390,89230,89230,29138,7996
2018.11.29,09:00:00,88950,88950,88550,88590,174316,54243
2018.11.29,09:30:00,88590,88745,88470,88585,185037,60746
2018.11.29,10:00:00,88580,89170,88435,89110,305364,98174
2018.11.29,10:30:00,89105,89685,89070,89410,266589,87751
2018.11.29,11:00:00,89410,89715,89260,89570,233304,75350
2018.11.29,11:30:00,89565,90030,89560,89895,233199,74109
2018.11.29,12:00:00,89900,90045,89710,89895,179600,54757
2018.11.29,12:30:00,89895,90050,89615,89625,299588,87697
2018.11.29,13:00:00,89625,89650,89220,89340,250169,71079
2018.11.29,13:30:00,89340,89800,89250,89550,295569,89812
2018.11.29,14:00:00,89550,89730,89465,89715,202588,58610
2018.11.29,14:30:00,89720,90150,89670,89790,242255,70060
2018.11.29,15:00:00,89790,89930,89670,89820,170973,49624
2018.11.29,15:30:00,89820,89845,89415,89425,204003,57172
2018.11.29,16:00:00,89425,89530,89190,89455,216461,57462
2018.11.29,16:30:00,89455,89645,89340,89425,146099,40241
2018.11.29,17:00:00,89430,89895,89405,89855,190531,51895
2018.11.29,17:30:00,89855,89975,89780,89925,104560,26734
2018.11.29,18:00:00,89925,89955,89730,89730,18872,3929
2018.11.30,09:00:00,89295,89575,89150,89310,142905,46611
2018.11.30,09:30:00,89305,89710,89270,89635,175138,60677
2018.11.30,10:00:00,89640,89675,89335,89600,240015,84634
2018.11.30,10:30:00,89600,89815,89400,89635,241256,75310
2018.11.30,11:00:00,89635,90040,89470,89900,279355,86235
2018.11.30,11:30:00,89900,90395,89850,90200,251150,77214
2018.11.30,12:00:00,90205,90290,89930,89980,153749,48926
2018.11.30,12:30:00,89980,90115,89780,89825,233563,72320
2018.11.30,13:00:00,89825,90070,89705,89915,215904,63403
2018.11.30,13:30:00,89915,90205,89800,89930,218464,64508
2018.11.30,14:00:00,89930,90140,89850,90070,172600,52430
2018.11.30,14:30:00,90070,90475,89970,90320,195536,59219
2018.11.30,15:00:00,90320,90425,90225,90260,169134,51624
2018.11.30,15:30:00,90265,90390,90140,90180,170396,49667
2018.11.30,16:00:00,90180,90330,90130,90230,169252,47415
2018.11.30,16:30:00,90225,90450,90125,90275,179356,50771
2018.11.30,17:00:00,90265,90285,89510,89620,253560,64437
2018.11.30,17:30:00,89625,90185,89620,89865,199940,49228
2018.11.30,18:00:00,89865,89910,89600,89605,56942,16207
2018.12.03,09:00:00,91450,91825,91165,91750,224326,71015
2018.12.03,09:30:00,91750,91760,91465,91515,172273,53835
2018.12.03,10:00:00,91520,91555,91070,91245,293396,92854
2018.12.03,10:30:00,91245,91305,90780,90895,321256,101813
2018.12.03,11:00:00,90900,91415,90885,91130,275180,85092
2018.12.03,11:30:00,91130,91245,90755,91210,258333,78659
2018.12.03,12:00:00,91210,91315,90845,90955,216017,66030
2018.12.03,12:30:00,90950,91195,90790,90920,272541,87060
2018.12.03,13:00:00,90925,90980,90580,90735,245851,75940
2018.12.03,13:30:00,90740,90800,90450,90545,205206,61108
2018.12.03,14:00:00,90550,90720,90520,90690,165708,48575
2018.12.03,14:30:00,90690,90750,90360,90410,247898,70626
2018.12.03,15:00:00,90415,90630,90355,90515,193374,53326
2018.12.03,15:30:00,90520,90645,90475,90600,136659,37702
2018.12.03,16:00:00,90595,90705,90420,90465,220133,60144
2018.12.03,16:30:00,90460,90465,89815,89840,326660,87131
2018.12.03,17:00:00,89840,90025,89705,89725,229827,57786
2018.12.03,17:30:00,89720,89870,89515,89775,176790,40436
2018.12.03,18:00:00,89775,89945,89725,89770,26019,6239
2018.12.04,09:00:00,89895,90130,89620,90065,164870,51095
2018.12.04,09:30:00,90065,90225,90035,90190,136792,41191
2018.12.04,10:00:00,90190,90570,90110,90215,335840,103510
2018.12.04,10:30:00,90220,90500,90050,90180,295694,92741
2018.12.04,11:00:00,90180,90380,90015,90345,252918,75305
2018.12.04,11:30:00,90345,90375,90155,90270,194923,60015
2018.12.04,12:00:00,90270,90310,89985,90050,155481,49198
2018.12.04,12:30:00,90050,90225,89910,90110,272521,85536
2018.12.04,13:00:00,90110,90145,89845,89980,207542,60375
2018.12.04,13:30:00,89980,90390,89945,90140,245088,71884
2018.12.04,14:00:00,90140,90360,90005,90225,210549,61046
2018.12.04,14:30:00,90230,90235,89825,89845,204448,60349
2018.12.04,15:00:00,89845,89850,88630,88655,517830,149201
2018.12.04,15:30:00,88650,89075,88485,88710,323447,91202
2018.12.04,16:00:00,88710,89070,88415,88445,324336,88672
2018.12.04,16:30:00,88440,88560,88095,88440,323355,86848
2018.12.04,17:00:00,88435,88760,88295,88350,225971,60859
2018.12.04,17:30:00,88355,88915,88345,88850,136369,35875
2018.12.04,18:00:00,88850,88870,88500,88600,34235,8001
2018.12.05,09:00:00,88940,89190,88830,89175,138923,44944
2018.12.05,09:30:00,89170,89245,89035,89110,131022,42506
2018.12.05,10:00:00,89115,89280,88950,89025,231011,77517
2018.12.05,10:30:00,89030,89160,88860,89085,242792,77127
2018.12.05,11:00:00,89090,89235,88810,88830,205198,64171
2018.12.05,11:30:00,88825,88970,88520,88695,289762,88819
2018.12.05,12:00:00,88690,88900,88665,88810,175743,52400
2018.12.05,12:30:00,88810,88950,88725,88800,160451,46415
2018.12.05,13:00:00,88800,88945,88635,88720,147035,45388
2018.12.05,13:30:00,88720,88880,88685,88770,108989,31399
2018.12.05,14:00:00,88770,89165,88660,88910,252281,71083
2018.12.05,14:30:00,88905,88920,88525,88845,230651,67099
2018.12.05,15:00:00,88850,88855,88665,88810,123822,34685
2018.12.05,15:30:00,88810,89070,88670,88885,176208,49751
2018.12.05,16:00:00,88885,88960,88735,88845,150032,41719
2018.12.05,16:30:00,88850,88910,88735,88820,109074,28564
2018.12.05,17:00:00,88820,89025,88795,88930,104036,25720
2018.12.05,17:30:00,88925,89160,88815,89150,99048,23222
2018.12.05,18:00:00,89150,89190,89035,89110,26967,5639
2018.12.06,09:00:00,87680,87890,87515,87810,182482,58785
2018.12.06,09:30:00,87810,87965,87770,87890,143648,47864
2018.12.06,10:00:00,87885,88225,87730,88200,230211,76003
2018.12.06,10:30:00,88195,88445,88050,88285,287259,88879
2018.12.06,11:00:00,88285,88490,88155,88480,189715,61697
2018.12.06,11:30:00,88490,88490,87900,87965,226616,71319
2018.12.06,12:00:00,87965,88035,87520,87625,248231,77039
2018.12.06,12:30:00,87625,87850,87410,87630,340424,103868
2018.12.06,13:00:00,87630,87985,87535,87885,249901,71517
2018.12.06,13:30:00,87890,87935,87560,87625,239079,66893
2018.12.06,14:00:00,87620,87705,87040,87070,299413,82862
2018.12.06,14:30:00,87075,87545,87045,87540,252454,68335
2018.12.06,15:00:00,87535,87995,87370,87975,284122,77036
2018.12.06,15:30:00,87970,88430,87900,88100,360064,94566
2018.12.06,16:00:00,88095,88250,88035,88185,175971,43654
2018.12.06,16:30:00,88185,88685,88040,88650,241154,61906
2018.12.06,17:00:00,88645,88875,88460,88735,266938,63993
2018.12.06,17:30:00,88740,88930,88640,88870,169857,38230
2018.12.06,18:00:00,88865,88975,88820,88940,34874,6228
2018.12.07,09:00:00,88950,89225,88545,88545,228598,71133
2018.12.07,09:30:00,88550,88765,88535,88690,158746,50481
2018.12.07,10:00:00,88695,88805,88335,88460,302499,100569
2018.12.07,10:30:00,88460,88760,88275,88620,272014,82204
2018.12.07,11:00:00,88625,89185,88610,89095,249317,76886
2018.12.07,11:30:00,89090,89640,89090,89465,293583,92492
2018.12.07,12:00:00,89465,89760,89410,89590,211380,61773
2018.12.07,12:30:00,89595,90110,89490,90015,316035,95901
2018.12.07,13:00:00,90010,90065,89580,89630,227720,69144
2018.12.07,13:30:00,89640,89840,89410,89765,267867,77272
2018.12.07,14:00:00,89770,89780,89240,89305,255621,76785
2018.12.07,14:30:00,89300,89450,89070,89230,291073,83796
2018.12.07,15:00:00,89230,89400,89170,89225,186611,52072
2018.12.07,15:30:00,89225,89225,88565,89020,315619,90425
2018.12.07,16:00:00,89015,89090,88705,88745,205703,61844
2018.12.07,16:30:00,88740,88740,88225,88325,259814,75497
2018.12.07,17:00:00,88320,88350,87895,88155,311448,82644
2018.12.07,17:30:00,88160,88255,87940,88095,145248,36497
2018.12.07,18:00:00,88100,88160,87965,88010,30762,7083
2018.12.10,09:00:00,88000,88070,87715,87835,161089,50580
2018.12.10,09:30:00,87840,87855,87550,87700,148569,50011
2018.12.10,10:00:00,87695,88335,87690,88235,281379,97448
2018.12.10,10:30:00,88240,88360,87960,88275,242784,83457
2018.12.10,11:00:00,88270,88340,87485,87590,304294,97887
2018.12.10,11:30:00,87585,87640,87290,87460,237867,73814
2018.12.10,12:00:00,87460,87485,87065,87120,244653,75249
2018.12.10,12:30:00,87125,87345,86695,86840,375589,116957
2018.12.10,13:00:00,86840,87180,86795,86975,261195,77552
2018.12.10,13:30:00,86975,87055,86415,86445,309934,97874
2018.12.10,14:00:00,86445,86465,86070,86300,321482,102585
2018.12.10,14:30:00,86295,86605,86250,86420,281663,87125
2018.12.10,15:00:00,86420,86450,86040,86065,273813,85546
2018.12.10,15:30:00,86070,86480,86040,86370,283243,85631
2018.12.10,16:00:00,86365,86455,86160,86235,207526,62421
2018.12.10,16:30:00,86235,86820,86215,86530,291701,83095
2018.12.10,17:00:00,86535,86625,85980,86005,313580,87454
2018.12.10,17:30:00,85995,86395,85920,86015,190819,49739
2018.12.10,18:00:00,86010,86095,85850,85850,41182,9182
2018.12.11,09:00:00,86485,86730,86370,86665,136824,45588
2018.12.11,09:30:00,86670,87180,86640,87085,223714,77959
2018.12.11,10:00:00,87085,87250,86880,86885,262019,88122
2018.12.11,10:30:00,86890,87140,86725,86925,290019,93782
2018.12.11,11:00:00,86930,87375,86850,87350,257555,80699
2018.12.11,11:30:00,87350,87485,87130,87435,244369,75032
2018.12.11,12:00:00,87435,87550,87265,87300,214283,64116
2018.12.11,12:30:00,87300,87310,86820,86965,367939,109044
2018.12.11,13:00:00,86960,87240,86880,87055,251847,79090
2018.12.11,13:30:00,87050,87105,86720,86915,253956,73837
2018.12.11,14:00:00,86910,86920,86455,86500,306044,88032
2018.12.11,14:30:00,86500,86540,86140,86235,309773,91647
2018.12.11,15:00:00,86240,86255,85685,85835,322686,96081
2018.12.11,15:30:00,85840,86185,85830,86100,189918,54299
2018.12.11,16:00:00,86095,86160,85905,85960,220991,62322
2018.12.11,16:30:00,85950,85980,85565,85620,240169,67404
2018.12.11,17:00:00,85615,86400,85510,86335,296858,77595
2018.12.11,17:30:00,86335,86575,86075,86405,231341,55983
2018.12.11,18:00:00,86400,86615,86305,86615,22235,5646
2018.12.12,09:00:00,87880,88175,87750,88140,122820,47857
2018.12.12,09:30:00,88140,88160,87850,88020,138837,53165
2018.12.12,10:00:00,88025,88270,88000,88250,224968,78860
2018.12.12,10:30:00,88245,88575,88240,88525,247284,79204
2018.12.12,11:00:00,88530,88545,88135,88245,224015,65716
2018.12.12,11:30:00,88245,88515,88050,88485,281247,81397
2018.12.12,12:00:00,88485,88545,88170,88190,194241,55038
2018.12.12,12:30:00,88185,88365,87865,88085,351631,98520
2018.12.12,13:00:00,88075,88455,88075,88225,257557,71989
2018.12.12,13:30:00,88225,88630,88050,88585,262567,76241
2018.12.12,14:00:00,88585,88830,88555,88600,268245,75367
2018.12.12,14:30:00,88605,88735,88350,88610,322298,103033
2018.12.12,15:00:00,88605,88730,87910,87980,327148,101579
2018.12.12,15:30:00,87975,88260,87660,88240,316765,98751
2018.12.12,16:00:00,88240,88440,87975,88055,271940,82576
2018.12.12,16:30:00,88055,88190,87850,88110,193690,57698
2018.12.12,17:00:00,88105,88255,87555,87625,299000,86803
2018.12.12,17:30:00,87620,88020,87520,87770,168735,51130
2018.12.12,18:00:00,87770,87950,87690,87950,17881,5098
2018.12.13,09:00:00,88150,88220,87930,87970,140035,45349
2018.12.13,09:30:00,87970,88050,87750,87990,153428,49025
2018.12.13,10:00:00,87990,88085,87810,87875,230896,76125
2018.12.13,10:30:00,87885,88250,87635,88060,319249,100468
2018.12.13,11:00:00,88055,88340,88005,88265,204748,61771
2018.12.13,11:30:00,88270,88300,87935,88185,243259,72039
2018.12.13,12:00:00,88190,88400,88135,88300,193439,54396
2018.12.13,12:30:00,88300,88415,87965,87980,310678,88770
2018.12.13,13:00:00,87985,88470,87930,88165,281974,81077
2018.12.13,13:30:00,88165,88235,87735,87995,264219,75526
2018.12.13,14:00:00,88000,88100,87820,88055,222183,59071
2018.12.13,14:30:00,88060,88255,87895,88015,237511,64353
2018.12.13,15:00:00,88020,88160,87865,88045,232591,61082
2018.12.13,15:30:00,88050,88465,88020,88320,254650,66597
2018.12.13,16:00:00,88325,88435,88210,88360,204039,51063
2018.12.13,16:30:00,88355,88715,88340,88500,252427,66983
2018.12.13,17:00:00,88500,88565,88280,88555,194558,50119
2018.12.13,17:30:00,88555,88710,88445,88660,127676,30216
2018.12.13,18:00:00,88660,88720,88550,88560,26756,5580
2018.12.14,09:00:00,87800,88095,87750,88050,153715,50113
2018.12.14,09:30:00,88050,88080,87895,88035,110272,34887
2018.12.14,10:00:00,88040,88215,87845,88065,258131,81208
2018.12.14,10:30:00,88070,88250,87965,88095,198864,60330
2018.12.14,11:00:00,88090,88445,88010,88355,218446,65194
2018.12.14,11:30:00,88360,88530,88280,88325,212561,60464
2018.12.14,12:00:00,88325,88370,88225,88260,118250,35198
2018.12.14,12:30:00,88255,88485,88185,88350,277849,80629
2018.12.14,13:00:00,88350,88785,88315,88590,285575,81680
2018.12.14,13:30:00,88590,88880,88480,88705,236822,69255
2018.12.14,14:00:00,88705,88970,88615,88775,227141,67286
2018.12.14,14:30:00,88775,89045,88490,88575,239926,71284
2018.12.14,15:00:00,88570,88745,88470,88670,143807,43866
2018.12.14,15:30:00,88665,88785,88590,88635,142048,41978
2018.12.14,16:00:00,88635,88810,88390,88435,189673,53708
2018.12.14,16:30:00,88435,88490,88240,88310,198067,53418
2018.12.14,17:00:00,88310,88380,88150,88300,150652,39507
2018.12.14,17:30:00,88300,88310,87855,88115,190281,47626
2018.12.14,18:00:00,88110,88215,88005,88005,27092,6365
2018.12.17,09:00:00,88210,88380,88175,88240,119568,42314
2018.12.17,09:30:00,88245,88325,88080,88205,125148,45375
2018.12.17,10:00:00,88205,88540,88200,88395,217565,73525
2018.12.17,10:30:00,88395,88405,87900,88015,282435,93778
2018.12.17,11:00:00,88015,88190,87710,87725,219634,72504
2018.12.17,11:30:00,87720,87920,87650,87895,207702,65244
2018.12.17,12:00:00,87890,88300,87880,88120,221633,63990
2018.12.17,12:30:00,88120,88150,87710,87855,293986,89557
2018.12.17,13:00:00,87855,88100,87765,87945,229425,66136
2018.12.17,13:30:00,87945,88125,87775,88060,209640,64855
2018.12.17,14:00:00,88065,88335,88005,88130,235901,72370
2018.12.17,14:30:00,88125,88170,87875,88170,206940,61867
2018.12.17,15:00:00,88165,88245,88015,88080,179917,54709
2018.12.17,15:30:00,88080,88080,87820,87845,201643,62009
2018.12.17,16:00:00,87845,87860,87455,87525,263049,78908
2018.12.17,16:30:00,87520,87565,87270,87420,237925,73451
2018.12.17,17:00:00,87420,87475,87180,87205,211452,57303
2018.12.17,17:30:00,87200,87290,87005,87115,178255,45067
2018.12.17,18:00:00,87115,87150,87040,87115,31429,7451
2018.12.18,09:00:00,87320,87560,87245,87435,122330,38523
2018.12.18,09:30:00,87440,87575,87375,87505,133446,44316
2018.12.18,10:00:00,87505,87665,87225,87565,278561,89737
2018.12.18,10:30:00,87565,87740,87510,87650,215187,65692
2018.12.18,11:00:00,87645,87780,87510,87665,215725,66827
2018.12.18,11:30:00,87660,87750,87475,87595,246917,72439
2018.12.18,12:00:00,87595,87825,87535,87735,197159,56803
2018.12.18,12:30:00,87735,87875,87480,87790,363784,104051
2018.12.18,13:00:00,87790,87840,87530,87630,200628,55588
2018.12.18,13:30:00,87630,87740,87450,87530,243547,67427
2018.12.18,14:00:00,87530,87555,87280,87375,250082,66269
2018.12.18,14:30:00,87380,87660,87370,87445,231178,65484
2018.12.18,15:00:00,87445,87775,87445,87610,220224,62021
2018.12.18,15:30:00,87610,87955,87590,87815,217122,57310
2018.12.18,16:00:00,87815,88070,87795,87900,219556,56763
2018.12.18,16:30:00,87900,88015,87815,87835,176616,47622
2018.12.18,17:00:00,87835,88035,87835,87930,157581,39959
2018.12.18,17:30:00,87935,87950,87400,87440,199917,42937
2018.12.18,18:00:00,87440,87475,87145,87385,56995,14613
2018.12.19,09:00:00,87800,87985,87790,87900,97417,29695
2018.12.19,09:30:00,87900,88085,87900,88070,111369,35082
2018.12.19,10:00:00,88070,88175,87935,87950,194175,60156
2018.12.19,10:30:00,87955,88095,87855,87975,223006,67874
2018.12.19,11:00:00,87970,88025,87690,87875,244453,69477
2018.12.19,11:30:00,87875,87990,87700,87745,209623,61914
2018.12.19,12:00:00,87745,87960,87705,87850,193335,55531
2018.12.19,12:30:00,87850,88385,87835,88205,367075,102784
2018.12.19,13:00:00,88205,88705,88195,88590,292808,79155
2018.12.19,13:30:00,88585,88665,88430,88530,208883,54633
2018.12.19,14:00:00,88530,88615,88435,88475,167588,45089
2018.12.19,14:30:00,88475,88730,88305,88710,251812,66874
2018.12.19,15:00:00,88705,88835,88490,88530,263526,66284
2018.12.19,15:30:00,88530,88635,88450,88455,203223,51411
2018.12.19,16:00:00,88455,88510,88195,88215,261041,62991
2018.12.19,16:30:00,88220,88660,88125,88655,255822,67929
2018.12.19,17:00:00,88650,88780,87175,87935,619928,188032
2018.12.19,17:30:00,87935,88135,86740,86895,398832,100238
2018.12.19,18:00:00,86890,86900,85780,86100,105901,28911
2018.12.20,09:00:00,86050,87025,86000,86970,232509,68190
2018.12.20,09:30:00,86965,87020,86860,86920,82502,24349
2018.12.20,10:00:00,86915,87165,86760,87090,265140,81217
2018.12.20,10:30:00,87090,87310,87090,87170,232904,66381
2018.12.20,11:00:00,87165,87170,86635,86825,273464,76231
2018.12.20,11:30:00,86825,87040,86580,86675,304926,80504
2018.12.20,12:00:00,86675,86835,86455,86545,244012,62969
2018.12.20,12:30:00,86545,86600,86050,86265,400560,112917
2018.12.20,13:00:00,86270,86730,86115,86600,362148,100279
2018.12.20,13:30:00,86595,86870,86525,86630,258229,71269
2018.12.20,14:00:00,86635,86680,86100,86175,245751,66906
2018.12.20,14:30:00,86180,86290,85680,85815,359197,99821
